t,utilA
17.4,0.0542062745157178
17.5,0.0585786437626905
17.6,0.0630905788142624
17.7,0.0677376269352696
17.8,0.0725152020502621
17.9,0.0774185892694048
18,0.0824429495415053
18.1,0.087583324429574
18.2,0.0928346410042006
18.3,0.0981917168499258
18.4,0.103649265179657
18.5,0.109201900052091
18.6,0.114844141686986
18.7,0.120570421873044
18.8,0.126375089463064
18.9,0.132252415950942
19,0.13819660112501
19.1,0.144201778792154
19.2,0.150262022567029
19.3,0.156371351720692
19.4,0.162523737082855
19.5,0.168713106991954
19.6,0.174933353287139
19.7,0.181178337336297
19.8,0.187441896094137
19.9,0.193717848184375
20,0.2
20.1,0.206282151815626
20.2,0.212558103905863
20.3,0.218821662663703
20.4,0.225066646712861
20.5,0.231286893008046
20.6,0.237476262917145
20.7,0.243628648279309
20.8,0.249737977432971
20.9,0.255798221207846
21,0.261803398874989
21.1,0.267747584049058
21.2,0.273624910536936
21.3,0.279429578126956
21.4,0.285155858313015
21.5,0.290798099947909
21.6,0.296350734820343
21.7,0.301808283150074
21.8,0.307165358995799
21.9,0.312416675570426
22,0.317557050458495
22.1,0.322581410730595
22.2,0.327484797949738
22.3,0.33226237306473
22.4,0.336909421185738
22.5,0.34142135623731
22.6,0.345793725484282
22.7,0.350022213926092
22.8,0.354102648555158
22.9,0.358031002475138
23,0.361803398874989
23.1,0.365416114854912
23.2,0.368865585100403
23.3,0.372148405400789
23.4,0.375261336008773
23.5,0.378201304837674
23.6,0.380965410493204
23.7,0.383550925136796
23.8,0.38595529717765
23.9,0.388176153790845
24,0.390211303259031
24.1,0.392058737135389
24.2,0.393716632225726
24.3,0.395183352387749
24.4,0.396457450145738
24.5,0.397537668119028
24.6,0.398422940262896
24.7,0.399112392920616
24.8,0.399605345685654
24.9,0.399901312073146
25,0.4
25.1,0.399901312073146
25.2,0.399605345685654
25.3,0.399112392920616
25.4,0.398422940262896
25.5,0.397537668119028
25.6,0.396457450145738
25.7,0.395183352387749
25.8,0.393716632225726
25.9,0.6347782184309
26,0.390211303259031
26.1,0.388176153790845
26.2,0.38595529717765
26.3,0.383550925136796
26.4,0.380965410493204
26.5,0.378201304837674
26.6,0.375261336008773
26.7,0.372148405400789
26.8,0.368865585100403
26.9,0.365416114854912
27,0.36180339887499
27.1,0.358031002475138
27.2,0.354102648555158
27.3,0.350022213926092
27.4,0.345793725484282
27.5,0.34142135623731
27.6,0.336909421185738
27.7,0.33226237306473
27.8,0.327484797949738
27.9,0.322581410730595
28,0.317557050458495
28.1,0.312416675570426
28.2,0.307165358995799
28.3,0.301808283150074
28.4,0.296350734820343
28.5,0.290798099947909
28.6,0.285155858313014
28.7,0.279429578126956
28.8,0.273624910536936
28.9,0.267747584049058
29,0.26180339887499
29.1,0.255798221207846
29.2,0.249737977432971
29.3,0.243628648279309
29.4,0.237476262917145
29.5,0.231286893008046
29.6,0.225066646712861
29.7,0.218821662663703
29.8,0.212558103905863
29.9,0.206282151815626
30,0.2
30.1,0.193717848184374
30.2,0.187441896094137
30.3,0.181178337336297
30.4,0.174933353287139
30.5,0.168713106991954
30.6,0.162523737082855
30.7,0.156371351720691
30.8,0.150262022567029
30.9,0.144201778792154
31,0.138196601125011
31.1,0.132252415950942
31.2,0.126375089463064
31.3,0.120570421873044
31.4,0.114844141686985
31.5,0.109201900052091
31.6,0.103649265179657
31.7,0.0981917168499257
31.8,0.0928346410042007
31.9,0.0875833244295739
32,0.0824429495415054
32.1,0.0774185892694048
32.2,0.0725152020502619
32.3,0.0677376269352695
32.4,0.0630905788142624
32.5,0.0585786437626904
32.6,0.0542062745157177
32.7,0.0499777860739081
32.8,0.0458973514448419
32.9,0.041968997524862
33,0.0381966011250106
33.1,0.0345838851450877
33.2,0.0311344148995969
33.3,0.192028731903996
33.4,0.0247386639912274
33.5,0.0217986951623265
33.6,0.0190345895067961
33.7,0.0164490748632038
33.8,0.0140447028223496
33.9,0.0118238462091549
34,0.00978869674096933
34.1,0.00794126286461141
34.2,0.00628336777427371
34.3,0.00481664761225048
34.4,0.00354254985426231
34.5,0.00246233188097245
34.6,0.00157705973710442
34.7,0.000887607079384012
34.8,0.000394654314345655
34.9,0.224488055897005
35,0
35.1,9.86879268536911e-05
35.2,0.00039465431434571
35.3,0.000887607079384012
35.4,0.0015770597371044
35.5,0.00246233188097242
35.6,0.00354254985426228
35.7,0.00481664761225051
35.8,0.310980244289145
35.9,0.00794126286461136
36,0.00978869674096924
36.1,0.0118238462091549
36.2,0.0140447028223498
36.3,0.0164490748632038
36.4,0.019034589506796
36.5,0.0217986951623265
36.6,0.0247386639912273
36.7,0.275622202576326
36.8,0.0311344148995972
36.9,0.0345838851450876
37,0.0381966011250105
37.1,0.0419689975248619
37.2,0.0458973514448423
37.3,0.0499777860739082
37.4,0.0542062745157176
37.5,0.0585786437626903
37.6,0.0630905788142623
37.7,0.0677376269352696
37.8,0.0725152020502623
37.9,0.0774185892694047
38,0.0824429495415053
38.1,0.0875833244295738
38.2,0.0928346410042009
38.3,0.0981917168499259
38.4,0.103649265179657
38.5,0.356091848107107
38.6,0.114844141686986
38.7,0.120570421873044
38.8,0.126375089463065
38.9,0.132252415950942
39,0.13819660112501
39.1,0.144201778792154
39.2,0.150262022567029
39.3,0.156371351720692
39.4,0.162523737082855
39.5,0.168713106991954
39.6,0.174933353287139
39.7,0.181178337336297
39.8,0.187441896094138
39.9,0.193717848184375
40,0.2
40.1,0.206282151815626
40.2,0.212558103905863
40.3,0.218821662663703
40.4,0.225066646712861
40.5,0.231286893008046
40.6,0.237476262917145
40.7,0.243628648279309
40.8,0.249737977432971
40.9,0.255798221207846
41,0.261803398874989
41.1,0.267747584049058
41.2,0.273624910536936
41.3,0.279429578126956
41.4,0.285155858313015
41.5,0.290798099947909
41.6,0.296350734820343
41.7,0.301808283150074
41.8,0.3071653589958
41.9,0.312416675570426
42,0.317557050458495
42.1,0.322581410730595
42.2,0.327484797949738
42.3,0.33226237306473
42.4,0.336909421185738
42.5,0.34142135623731
42.6,0.345793725484282
42.7,0.350022213926092
42.8,0.354102648555158
42.9,0.358031002475138
43,0.361803398874989
43.1,0.365416114854912
43.2,0.368865585100403
43.3,0.372148405400789
43.4,0.375261336008773
43.5,0.378201304837673
43.6,0.380965410493204
43.7,0.383550925136796
43.8,0.38595529717765
43.9,0.388176153790845
44,0.390211303259031
44.1,0.392058737135389
44.2,0.393716632225726
44.3,0.39518335238775
44.4,0.396457450145738
44.5,0.397537668119028
44.6,0.398422940262896
44.7,0.399112392920616
44.8,0.399605345685654
44.9,0.399901312073146
45,0.4
45.1,0.399901312073146
45.2,0.399605345685654
45.3,0.399112392920616
45.4,0.398422940262896
45.5,0.397537668119028
45.6,0.396457450145738
45.7,0.395183352387749
45.8,0.393716632225726
45.9,0.392058737135389
46,0.390211303259031
46.1,0.388176153790845
46.2,0.38595529717765
46.3,0.383550925136796
46.4,0.380965410493204
46.5,0.378201304837674
46.6,0.375261336008773
46.7,0.372148405400789
46.8,0.368865585100403
46.9,0.365416114854912
47,0.36180339887499
47.1,0.358031002475138
47.2,0.354102648555158
47.3,0.350022213926092
47.4,0.345793725484282
47.5,0.34142135623731
47.6,0.336909421185738
47.7,0.33226237306473
47.8,0.327484797949738
47.9,0.322581410730595
48,0.317557050458495
48.1,0.312416675570426
48.2,0.307165358995799
48.3,0.301808283150074
48.4,0.296350734820343
48.5,0.290798099947909
48.6,0.285155858313015
48.7,0.279429578126956
48.8,0.273624910536935
48.9,0.267747584049058
49,0.26180339887499
49.1,0.255798221207846
49.2,0.249737977432971
49.3,0.243628648279308
49.4,0.237476262917145
49.5,0.231286893008046
49.6,0.225066646712861
49.7,0.218821662663703
49.8,0.212558103905862
49.9,0.206282151815625
50,0.2
50.1,0.193717848184375
50.2,0.187441896094137
50.3,0.181178337336297
50.4,0.174933353287139
50.5,0.168713106991954
50.6,0.162523737082855
50.7,0.156371351720692
50.8,0.150262022567029
50.9,0.144201778792154
51,0.138196601125011
51.1,0.132252415950942
51.2,0.126375089463064
51.3,0.120570421873043
51.4,0.114844141686985
51.5,0.376635962368576
51.6,0.103649265179657
51.7,0.0981917168499254
51.8,0.0928346410042007
51.9,0.0875833244295737
52,0.0824429495415055
52.1,0.0774185892694046
52.2,0.0725152020502622
52.3,0.0677376269352696
52.4,0.0630905788142619
52.5,0.0585786437626905
52.6,0.0542062745157179
52.7,0.0499777860739081
52.8,0.045897351444842
52.9,0.041968997524862
53,0.0381966011250104
53.1,0.0345838851450877
53.2,0.0311344148995969
53.3,0.027851594599211
53.4,0.0247386639912272
53.5,0.0217986951623266
53.6,0.0190345895067961
53.7,0.0164490748632036
53.8,0.0140447028223497
53.9,0.0118238462091548
54,0.00978869674096933
54.1,0.00794126286461133
54.2,0.00628336777427382
54.3,0.00481664761225048
54.4,0.00354254985426219
54.5,0.00246233188097245
54.6,0.00157705973710448
54.7,0.000887607079384012
54.8,0.000394654314345655
54.9,9.86879268536911e-05
55,0
55.1,9.86879268536911e-05
55.2,0.000394654314345683
55.3,0.00088760707938404
55.4,0.00157705973710445
55.5,0.00246233188097239
55.6,0.00354254985426225
55.7,0.00481664761225059
55.8,0.00628336777427377
55.9,0.00794126286461144
56,0.00978869674096924
56.1,0.011823846209155
56.2,0.0140447028223497
56.3,0.0164490748632038
56.4,0.0190345895067963
56.5,0.0217986951623264
56.6,0.0247386639912271
56.7,0.0278515945992112
56.8,0.0311344148995971
56.9,0.0345838851450876
57,0.0381966011250106
57.1,0.0419689975248618
57.2,0.0458973514448422
57.3,0.0499777860739084
57.4,0.0542062745157177
57.5,0.0585786437626903
57.6,0.0630905788142622
57.7,0.0677376269352699
57.8,0.072515202050262
57.9,0.32302932611039
58,0.0824429495415053
58.1,0.087583324429574
58.2,0.0928346410042005
58.3,0.0981917168499258
58.4,0.103649265179657
58.5,0.109201900052091
58.6,0.114844141686985
58.7,0.120570421873044
58.8,0.126375089463065
58.9,0.132252415950942
59,0.13819660112501
59.1,0.144201778792154
59.2,0.150262022567029
59.3,0.156371351720692
59.4,0.162523737082855
59.5,0.168713106991954
59.6,0.174933353287139
59.7,0.181178337336297
59.8,0.187441896094137
59.9,0.193717848184375
60,0.2
60.1,0.206282151815626
60.2,0.212558103905862
60.3,0.218821662663703
60.4,0.225066646712861
60.5,0.231286893008046
60.6,0.237476262917145
60.7,0.558656647662875
60.8,0.249737977432971
60.9,0.255798221207846
61,0.26180339887499
61.1,0.488005356534296
61.2,0.273624910536936
61.3,0.279429578126957
61.4,0.285155858313015
61.5,0.290798099947909
61.6,0.296350734820343
61.7,0.301808283150075
61.8,0.307165358995799
61.9,0.312416675570426
62,0.317557050458495
62.1,0.322581410730595
62.2,0.327484797949738
62.3,0.33226237306473
62.4,0.336909421185738
62.5,0.34142135623731
62.6,0.345793725484282
62.7,0.350022213926092
62.8,0.354102648555158
62.9,0.547147877222182
63,0.361803398874989
63.1,0.365416114854912
63.2,0.368865585100403
63.3,0.372148405400789
63.4,0.375261336008773
63.5,0.378201304837673
63.6,0.380965410493204
63.7,0.383550925136796
63.8,0.38595529717765
63.9,0.388176153790845
64,0.390211303259031
64.1,0.392058737135388
64.2,0.393716632225726
64.3,0.39518335238775
64.4,0.396457450145738
64.5,0.397537668119028
64.6,0.398422940262896
64.7,0.399112392920616
64.8,0.399605345685654
64.9,0.399901312073146
65,0.4
65.1,0.399901312073146
65.2,0.399605345685654
65.3,0.399112392920616
65.4,0.398422940262896
65.5,0.397537668119028
65.6,0.396457450145738
65.7,0.395183352387749
65.8,0.393716632225726
65.9,0.392058737135389
66,0.390211303259031
66.1,0.388176153790845
66.2,0.38595529717765
66.3,0.383550925136796
66.4,0.380965410493204
66.5,0.378201304837674
66.6,0.375261336008773
66.7,0.372148405400789
66.8,0.368865585100403
66.9,0.365416114854912
67,0.36180339887499
67.1,0.358031002475138
67.2,0.354102648555158
67.3,0.350022213926092
67.4,0.345793725484282
67.5,0.34142135623731
67.6,0.336909421185738
67.7,0.33226237306473
67.8,0.327484797949738
67.9,0.322581410730595
68,0.317557050458495
68.1,0.312416675570427
68.2,0.3071653589958
68.3,0.301808283150074
68.4,0.515391227094202
68.5,0.290798099947909
68.6,0.285155858313015
68.7,0.279429578126956
68.8,0.273624910536935
68.9,0.267747584049058
69,0.261803398874989
69.1,0.255798221207846
69.2,0.249737977432971
69.3,0.243628648279308
69.4,0.237476262917145
69.5,0.231286893008047
69.6,0.225066646712862
69.7,0.218821662663703
69.8,0.212558103905862
69.9,0.206282151815625
70,0.2
70.1,0.193717848184375
70.2,0.187441896094138
70.3,0.181178337336296
70.4,0.174933353287139
70.5,0.168713106991954
70.6,0.162523737082855
70.7,0.156371351720692
70.8,0.150262022567029
70.9,0.144201778792154
71,0.450323051765902
71.1,0.132252415950942
71.2,0.126375089463064
71.3,0.399355233181354
71.4,0.114844141686985
71.5,0.109201900052091
71.6,0.103649265179658
71.7,0.0981917168499255
71.8,0.0928346410042002
71.9,0.0875833244295737
72,0.0824429495415055
72.1,0.0774185892694051
72.2,0.0725152020502623
72.3,0.0677376269352691
72.4,0.063090578814262
72.5,0.0585786437626905
72.6,0.054206274515718
72.7,0.0499777860739082
72.8,0.045897351444842
72.9,0.041968997524862
73,0.0381966011250104
73.1,0.0345838851450878
73.2,0.0311344148995969
73.3,0.027851594599211
73.4,0.0247386639912273
73.5,0.0217986951623266
73.6,0.0190345895067964
73.7,0.0164490748632037
73.8,0.0140447028223495
73.9,0.0118238462091548
74,0.00978869674096933
74.1,0.00794126286461155
74.2,0.00628336777427382
74.3,0.00481664761225037
74.4,0.00354254985426219
74.5,0.00246233188097245
74.6,0.00157705973710448
74.7,0.000887607079384012
74.8,0.000394654314345655
74.9,9.86879268536911e-05
75,0
75.1,9.86879268536911e-05
75.2,0.293489455992117
75.3,0.00088760707938404
75.4,0.00157705973710445
75.5,0.00246233188097239
75.6,0.00354254985426211
75.7,0.00481664761225059
75.8,0.00628336777427391
75.9,0.00794126286461144
76,0.00978869674096922
76.1,0.0118238462091547
76.2,0.0140447028223496
76.3,0.0164490748632041
76.4,0.0190345895067963
76.5,0.0217986951623264
76.6,0.0247386639912271
76.7,0.0278515945992112
76.8,0.0311344148995971
76.9,0.0345838851450875
77,0.0381966011250106
77.1,0.0419689975248618
77.2,0.0458973514448422
77.3,0.0499777860739084
77.4,0.0542062745157177
77.5,0.0585786437626903
77.6,0.0630905788142617
77.7,0.0677376269352698
77.8,0.0725152020502625
77.9,0.0774185892694049
78,0.0824429495415052
78.1,0.0875833244295734
78.2,0.0928346410042005
78.3,0.0981917168499264
78.4,0.103649265179657
78.5,0.109201900052091
78.6,0.114844141686985
78.7,0.120570421873044
78.8,0.126375089463065
78.9,0.132252415950942
79,0.13819660112501
79.1,0.144201778792154
79.2,0.150262022567029
79.3,0.156371351720692
79.4,0.162523737082855
79.5,0.168713106991953
79.6,0.174933353287138
79.7,0.181178337336297
79.8,0.187441896094138
79.9,0.193717848184375
80,0.2
80.1,0.206282151815625
80.2,0.212558103905862
80.3,0.218821662663704
80.4,0.225066646712861
80.5,0.231286893008046
80.6,0.237476262917145
80.7,0.243628648279308
80.8,0.249737977432971
80.9,0.255798221207846
81,0.26180339887499
81.1,0.267747584049058
81.2,0.273624910536936
81.3,0.279429578126957
81.4,0.285155858313015
81.5,0.290798099947909
81.6,0.296350734820342
81.7,0.301808283150075
81.8,0.3071653589958
81.9,0.312416675570426
82,0.317557050458494
82.1,0.322581410730595
82.2,0.327484797949738
82.3,0.332262373064731
82.4,0.336909421185738
82.5,0.34142135623731
82.6,0.345793725484282
82.7,0.350022213926092
82.8,0.354102648555158
82.9,0.358031002475138
83,0.361803398874989
83.1,0.365416114854912
83.2,0.368865585100403
83.3,0.372148405400789
83.4,0.375261336008773
83.5,0.378201304837673
83.6,0.380965410493204
83.7,0.383550925136796
83.8,0.385955297177651
83.9,0.388176153790845
84,0.390211303259031
84.1,0.392058737135388
84.2,0.393716632225726
84.3,0.39518335238775
84.4,0.396457450145738
84.5,0.397537668119028
84.6,0.398422940262896
84.7,0.399112392920616
84.8,0.399605345685654
84.9,0.399901312073146
85,0.4
85.1,0.399901312073146
85.2,0.399605345685654
85.3,0.399112392920616
85.4,0.398422940262896
85.5,0.397537668119028
85.6,0.396457450145738
85.7,0.395183352387749
85.8,0.393716632225726
85.9,0.392058737135389
86,0.390211303259031
86.1,0.388176153790845
86.2,0.38595529717765
86.3,0.383550925136796
86.4,0.380965410493204
86.5,0.378201304837674
86.6,0.375261336008773
86.7,0.372148405400789
86.8,0.368865585100403
86.9,0.365416114854912
87,0.36180339887499
87.1,0.358031002475138
87.2,0.354102648555158
87.3,0.350022213926092
87.4,0.345793725484282
87.5,0.34142135623731
87.6,0.336909421185738
87.7,0.33226237306473
87.8,0.327484797949738
87.9,0.322581410730595
88,0.317557050458495
88.1,0.312416675570426
88.2,0.3071653589958
88.3,0.301808283150074
88.4,0.296350734820343
88.5,0.290798099947909
88.6,0.285155858313014
88.7,0.279429578126956
88.8,0.273624910536935
88.9,0.267747584049058
89,0.261803398874989
89.1,0.255798221207845
89.2,0.249737977432971
89.3,0.243628648279308
89.4,0.237476262917145
89.5,0.231286893008047
89.6,0.22506664671286
89.7,0.218821662663703
89.8,0.212558103905862
89.9,0.206282151815626
90,0.517637862306373
90.1,0.193717848184374
90.2,0.187441896094138
90.3,0.181178337336296
90.4,0.174933353287139
90.5,0.168713106991954
90.6,0.162523737082855
90.7,0.348169231736519
90.8,0.150262022567029
90.9,0.144201778792154
91,0.138196601125011
91.1,0.132252415950941
91.2,0.126375089463064
91.3,0.120570421873044
91.4,0.114844141686985
91.5,0.109201900052091
91.6,0.103649265179656
91.7,0.0981917168499255
91.8,0.0928346410042002
91.9,0.0875833244295738
92,0.0824429495415056
92.1,0.0774185892694046
92.2,0.0725152020502623
92.3,0.0677376269352691
92.4,0.063090578814262
92.5,0.0585786437626905
92.6,0.0542062745157175
92.7,0.0499777860739082
92.8,0.045897351444842
92.9,0.0419689975248621
93,0.0381966011250104
93.1,0.0345838851450874
93.2,0.031134414899597
93.3,0.0278515945992111
93.4,0.0247386639912273
93.5,0.0217986951623266
93.6,0.0190345895067958
93.7,0.0164490748632037
93.8,0.0140447028223495
93.9,0.0118238462091548
94,0.00978869674096935
94.1,0.00794126286461136
94.2,0.00628336777427385
94.3,0.00481664761225037
94.4,0.00354254985426219
94.5,0.00246233188097247
94.6,0.0015770597371044
94.7,0.000887607079384012
94.8,0.000394654314345655
94.9,9.86879268536911e-05
95,0
95.1,9.86879268536911e-05
95.2,0.000394654314345683
95.3,0.000887607079384012
95.4,0.00157705973710442
95.5,0.00246233188097239
95.6,0.00354254985426239
95.7,0.00481664761225059
95.8,0.00628336777427391
95.9,0.00794126286461144
96,0.00978869674096922
96.1,0.0118238462091549
96.2,0.0140447028223496
96.3,0.0164490748632041
96.4,0.0190345895067962
96.5,0.0217986951623264
96.6,0.0247386639912274
96.7,0.0278515945992112
96.8,0.0311344148995971
96.9,0.0345838851450875
97,0.0381966011250106
97.1,0.0419689975248622
97.2,0.0458973514448422
97.3,0.0499777860739083
97.4,0.0542062745157177
97.5,0.0585786437626902
97.6,0.0630905788142627
97.7,0.0677376269352698
97.8,0.0725152020502625
97.9,0.0774185892694048
98,0.0824429495415052
98.1,0.0875833244295739
98.2,0.0928346410042004
98.3,0.0981917168499264
98.4,0.103649265179657
98.5,0.109201900052091
98.6,0.114844141686986
98.7,0.120570421873044
98.8,0.126375089463065
98.9,0.132252415950942
99,0.13819660112501
99.1,0.144201778792155
99.2,0.150262022567029
99.3,0.156371351720692
99.4,0.162523737082855
99.5,0.168713106991953
99.6,0.17493335328714
99.7,0.181178337336297
99.8,0.187441896094138
99.9,0.193717848184374
100,0.2
100.1,0.206282151815626
100.2,0.457185698518411
100.3,0.218821662663704
100.4,0.225066646712861
100.5,0.231286893008046
100.6,0.237476262917145
100.7,0.243628648279308
100.8,0.249737977432971
100.9,0.255798221207846
101,0.26180339887499
101.1,0.267747584049059
101.2,0.273624910536936
101.3,0.279429578126956
101.4,0.285155858313014
101.5,0.290798099947909
101.6,0.296350734820344
101.7,0.301808283150074
101.8,0.3071653589958
101.9,0.312416675570426
102,0.317557050458494
102.1,0.322581410730596
102.2,0.327484797949738
102.3,0.33226237306473
102.4,0.336909421185738
102.5,0.341421356237309
102.6,0.345793725484283
102.7,0.350022213926092
102.8,0.354102648555158
102.9,0.358031002475138
103,0.361803398874989
103.1,0.365416114854912
103.2,0.368865585100403
103.3,0.372148405400789
103.4,0.375261336008773
103.5,0.378201304837673
103.6,0.380965410493204
103.7,0.383550925136796
103.8,0.38595529717765
103.9,0.388176153790845
104,0.390211303259031
104.1,0.392058737135389
104.2,0.393716632225726
104.3,0.39518335238775
104.4,0.396457450145738
104.5,0.599219509252395
104.6,0.398422940262896
104.7,0.399112392920616
104.8,0.399605345685654
104.9,0.399901312073146
105,0.583317135919407
105.1,0.399901312073146
105.2,0.399605345685654
105.3,0.399112392920616
105.4,0.398422940262896
105.5,0.397537668119028
105.6,0.396457450145738
105.7,0.39518335238775
105.8,0.393716632225726
105.9,0.392058737135389
106,0.390211303259031
106.1,0.388176153790845
106.2,0.38595529717765
106.3,0.383550925136796
106.4,0.380965410493204
106.5,0.378201304837674
106.6,0.375261336008772
106.7,0.372148405400789
106.8,0.368865585100403
106.9,0.547092627763952
107,0.36180339887499
107.1,0.358031002475138
107.2,0.594046453010722
107.3,0.350022213926092
107.4,0.345793725484282
107.5,0.34142135623731
107.6,0.336909421185738
107.7,0.33226237306473
107.8,0.327484797949738
107.9,0.322581410730596
108,0.317557050458495
108.1,0.312416675570426
108.2,0.307165358995799
108.3,0.301808283150074
108.4,0.296350734820343
108.5,0.290798099947909
108.6,0.285155858313014
108.7,0.279429578126956
108.8,0.273624910536935
108.9,0.523528148310376
109,0.261803398874989
109.1,0.255798221207845
109.2,0.249737977432972
109.3,0.243628648279307
109.4,0.237476262917145
109.5,0.231286893008046
109.6,0.22506664671286
109.7,0.218821662663703
109.8,0.212558103905863
109.9,0.206282151815626
110,0.200000000000001
110.1,0.193717848184374
110.2,0.187441896094138
110.3,0.181178337336297
110.4,0.174933353287139
110.5,0.168713106991955
110.6,0.162523737082854
110.7,0.156371351720692
110.8,0.150262022567029
110.9,0.144201778792154
111,0.138196601125011
111.1,0.132252415950942
111.2,0.126375089463064
111.3,0.120570421873044
111.4,0.114844141686985
111.5,0.109201900052091
111.6,0.103649265179657
111.7,0.0981917168499256
111.8,0.0928346410042002
111.9,0.0875833244295744
112,0.0824429495415056
112.1,0.0774185892694047
112.2,0.0725152020502618
112.3,0.0677376269352691
112.4,0.0630905788142626
112.5,0.0585786437626906
112.6,0.0542062745157176
112.7,0.0499777860739077
112.8,0.0458973514448416
112.9,0.0419689975248621
113,0.0381966011250105
113.1,0.0345838851450874
113.2,0.0311344148995974
113.3,0.0278515945992107
113.4,0.0247386639912273
113.5,0.0217986951623263
113.6,0.0190345895067958
113.7,0.016449074863204
113.8,0.0140447028223498
113.9,0.0118238462091549
114,0.00978869674096916
114.1,0.00794126286461116
114.2,0.262417597923841
114.3,0.00481664761225054
114.4,0.00354254985426222
114.5,0.00246233188097258
114.6,0.00157705973710431
114.7,0.000887607079384012
114.8,0.000394654314345683
114.9,9.86879268536911e-05
115,0
115.1,9.86879268536911e-05
115.2,0.000394654314345683
115.3,0.000887607079384012
115.4,0.00157705973710451
115.5,0.00246233188097239
115.6,0.00354254985426222
115.7,0.00481664761225056
115.8,0.00628336777427391
115.9,0.00794126286461122
116,0.00978869674096922
116.1,0.0118238462091549
